0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 1
0.0 2
0.0 2
0.0 2
0.0 3
0.0 3
0.0 3
0.0 3
0.0 4
0.0 4
0.0 4
0.0 6
0.0 8
0.0 8
0.0 8
0.0 8
0.0 10
0.0 10
0.0 10
0.0 30
0.0 30
0.0 30
0.0 30
0.0 146
0.0 998
14.142135623730951 1
24.166091947189145 1
31.11269837220809 0
31.11269837220809 0
31.11269837220809 0
31.11269837220809 0
31.11269837220809 0
31.11269837220809 0
31.11269837220809 0
31.11269837220809 0
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 1
31.11269837220809 2
31.11269837220809 3
31.11269837220809 3
31.11269837220809 3
31.11269837220809 5
31.11269837220809 6
31.11269837220809 7
31.11269837220809 8
31.11269837220809 8
31.11269837220809 9
31.11269837220809 10
31.11269837220809 15
31.11269837220809 23
31.11269837220809 100
31.622776601683793 1
36.76955262170047 1
42.42640687119285 2
42.42640687119285 18
45.254833995939045 0
52.81098370604357 0
59.39696961966999 254
62.80127387243033 0
69.29646455628166 0
70.71067811865476 0
70.71067811865476 0
70.71067811865476 0
70.71067811865476 1
70.71067811865476 1
70.71067811865476 1
70.71067811865476 2
70.71067811865476 2
70.71067811865476 3
70.71067811865476 3
70.71067811865476 4
70.71067811865476 7
